 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et     ecanopy      eplant       esoil   surq_cont          cn     sw_init    sw_final      sw_ave      sw_300    sno_init   sno_final     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls     gwsoilq       satex  satex_chan   sw_change     lagsurf     laglatq    lagsatex    wet_evap    wet_oflo    wet_stor
                                                                  mm            mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm         ---          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm
     67     3     8  1982     45       0  rtu0450             3113.609       0.000       0.000    2641.769      71.892    2713.660     130.909      34.761       0.000       0.000      34.761    2641.805      84.864     252.515     296.205     257.187     112.062       0.000       0.000       0.000      34.907       0.000       0.000       0.000       0.000       0.000    2641.805       0.000       0.000      71.892       0.000       0.000       0.000       0.000       0.000     231.112       2.892     527.827       0.000       0.000       0.000       0.000
     67     3     8  1982     46       0  rtu0460             3113.609       0.000       0.000    2673.073      62.421    2735.494     131.236      34.597       0.000       0.000      34.597    2673.147      85.366     256.562     296.205     257.849     112.694       0.000       0.000       0.000      34.738       0.000       0.000       0.000       0.000       0.000    2673.147       0.000       0.000      62.421       0.000       0.000       0.000       0.000       0.000     209.701       5.906     458.290       0.000       0.000       0.000       0.000
     67     3     8  1982     47       0  rtu0470             3113.609       0.000       0.000    2526.925      43.496    2570.421     191.662      32.373       0.000       0.000      32.373    2527.176      82.435     288.840     348.339     299.150      98.581       0.000       0.000       0.000      32.573       0.000       0.000       0.000       0.000       0.000    2527.176       0.000       0.000      43.496       0.000       0.000       0.000       0.000       0.000     314.739      19.300     480.069       0.000       0.000       0.000       0.000
     67     3     8  1982     48       0  rtu0480             3113.609       0.000       0.000    2535.459      40.934    2576.394     191.911      32.283       0.000       0.000      32.283    2535.649      82.648     289.928     348.339     299.475      98.899       0.000       0.000       0.000      32.483       0.000       0.000       0.000       0.000       0.000    2535.649       0.000       0.000      40.934       0.000       0.000       0.000       0.000       0.000     308.986      14.687     451.799       0.000       0.000       0.000       0.000
     67     3     8  1982     49       0  rtu0490             3113.609       0.000       0.000    2484.420      55.092    2539.511     190.406      33.476       0.000       0.000      33.476    2484.728      81.352     283.260     348.339     297.510      96.983       0.000       0.000       0.000      33.683       0.000       0.000       0.000       0.000       0.000    2484.728       0.000       0.000      55.092       0.000       0.000       0.000       0.000       0.000     344.258      23.432     608.054       0.000       0.000       0.000       0.000
     67     3     8  1982     50       0  rtu0500             3113.609       0.000       0.000    2501.083      51.813    2552.896     190.915      32.391       0.000       0.000      32.391    2501.114      81.830     285.534     348.339     298.178      97.634       0.000       0.000       0.000      32.592       0.000       0.000       0.000       0.000       0.000    2501.114       0.000       0.000      51.813       0.000       0.000       0.000       0.000       0.000     332.228       2.445     571.865       0.000       0.000       0.000       0.000
     67     3     8  1982     51       0  rtu0510             3113.609       0.000       0.000    2412.045      79.324    2491.369     188.326      33.175       0.000       0.000      33.175    2412.069      79.581     274.315     348.339     294.796      94.335       0.000       0.000       0.000      33.381       0.000       0.000       0.000       0.000       0.000    2412.069       0.000       0.000      79.324       0.000       0.000       0.000       0.000       0.000     391.574       1.820     875.512       0.000       0.000       0.000       0.000
     67     3     8  1982     52       0  rtu0520             3113.609       0.000       0.000    2462.502      61.595    2524.097     189.759      33.858       0.000       0.000      33.858    2462.516      80.729     280.414     348.339     296.654      96.148       0.000       0.000       0.000      34.067       0.000       0.000       0.000       0.000       0.000    2462.516       0.000       0.000      61.595       0.000       0.000       0.000       0.000       0.000     359.315       1.074     679.830       0.000       0.000       0.000       0.000
     67     3     8  1982     53       0  rtu0530             3113.609       0.000       0.000    2440.525      69.763    2510.288     189.148      33.309       0.000       0.000      33.309    2440.525      80.182     277.795     348.339     295.852      95.366       0.000       0.000       0.000      33.516       0.000       0.000       0.000       0.000       0.000    2440.525       0.000       0.000      69.763       0.000       0.000       0.000       0.000       0.000     373.168       0.000     769.988       0.000       0.000       0.000       0.000
     67     3     8  1982     54       0  rtu0540             3113.609       0.000       0.000    2626.271      61.266    2687.537     143.683      32.371       0.000       0.000      32.371    2626.290      82.876     297.399     343.763     295.940      98.458       0.000       0.000       0.000      32.572       0.000       0.000       0.000       0.000       0.000    2626.290       0.000       0.000      61.266       0.000       0.000       0.000       0.000       0.000     245.258       1.439     697.373       0.000       0.000       0.000       0.000
